RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Type,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,Region,Lat,Lon,LiveC_Binary_Measurements,DeadC_Binary_Measurements,SoilC_Binary_Measurements,GPP_Binary_Measurements,Respiration_Binary_Measurements,NEP_Binary_Measurements,NPP_Binary_Measurements,VegChange_Binary_Measurements,N_Binary_Measurements,MCB_Binary_Measurements,Emissions_Binary_Measurements,Mortality_Binary_Measurements,LiveC_units_StockData,DeadC_units_StockData,SoilC_units_StockData,SoilDepth_cm_StockData,MCB_units_StockData,Roots_units_StockData,TotalBG_units_StockData,TotalAG_units_StockData,TEC_Units_StockData,NPP_units_FluxData,GPP_units_FluxData,Resp_units_FluxData,NEP_units_FluxData,EmissionsUnits_EmissionsData,Description_StockData,Description_text_StockData,LiveC_StockData,DeadC_StockData,TotalSoilC_StockData,MCB_StockData,RootC_StockData,TotalBelowgroundC_StockData,TotalAbovegroundC_StockData,TEC_StockData,NPP_FluxData,ANPP_FluxData,BNPP_FluxData,GPP_FluxData,Sresp_FluxData,Ra_FluxData,Rh_FluxData,Reco_FluxData,NEP_FluxData,NBP_FluxData,LiveC_EmissionsData,DeadC_EmissionsData,TotalAboveC_EmissionsData,TotalBelowC_EmissionsData,PyrogenicC_EmissionsData,TotEmissions_EmissionsData,UniqueID,Biome,Biome_simple,LiveC_StockData_MgC_ha,DeadC_StockData_MgC_ha,TotalSoilC_StockData_MgC_ha,TotalSoilC_StockData_MgC_ha_scaled,TotalSoilC_StockData_percent,MCB_StockData_percent,RootC_StockData_MgC_ha,TotalBelowgroundC_StockData_MgC_ha,TotalBelowgroundC_StockData_percent,TotalAbovegroundC_StockData_MgC_ha,TotalAbovegroundC_StockData_percent,TEC_StockData_MgC_ha,NPP_FluxData_g_m2,NPP_FluxData_g_m2_unit,ANPP_FluxData_g_m2,ANPP_FluxData_g_m2_unit,BNPP_FluxData_g_m2,BNPP_FluxData_g_m2_unit,GPP_FluxData_g_m2,GPP_FluxData_g_m2_unit,Sresp_FluxData_g_m2,Sresp_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,Rh_FluxData_g_m2,Rh_FluxData_g_m2_unit,Reco_FluxData_g_m2,Reco_FluxData_g_m2_unit,NEP_FluxData_g_m2,NEP_FluxData_g_m2_unit,NBP_FluxData_g_m2,NBP_FluxData_g_m2_unit,LiveC_EmissionsData_g_m2,DeadC_EmissionsData_g_m2,TotalAboveC_EmissionsData_g_m2,TotalBelowC_EmissionsData_g_m2,PyrogenicC_EmissionsData_g_m2,TotEmissions_EmissionsData_g_m2
938,2,2,Control,,367,Mixed,"Mason, Kelly E.; Oakley, Simon; Street, Lorna E.; Arroniz-Crespo, Maria; Jones, David L.; DeLuca, Thomas H.; Ostle, Nicholas J.","Boreal Forest Floor Greenhouse Gas Emissions Across a Pleurozium schreberi-Dominated, Wildfire-Disturbed Chronosequence",10.3390/land6010010,Wildfire,boreal,Sweden,65.4628,19.0619,1,0,1,0,1,1,0,0,1,0,,0,,,,,,,,,,,,,mgC_per_m2_per_hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,938_2,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hr,,hr,,,,,,
938,1,3,Burn,Burned,47,Mixed,"Mason, Kelly E.; Oakley, Simon; Street, Lorna E.; Arroniz-Crespo, Maria; Jones, David L.; DeLuca, Thomas H.; Ostle, Nicholas J.","Boreal Forest Floor Greenhouse Gas Emissions Across a Pleurozium schreberi-Dominated, Wildfire-Disturbed Chronosequence",10.3390/land6010010,Wildfire,boreal,Sweden,65.4854,19.0207,1,0,1,0,1,1,0,0,1,0,,0,,,,,,,,,,,,,mgC_per_m2_per_hr,,Burned,,,,,,,,,,,,,,,,,,,,,,,,,,938_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hr,,hr,,,,,,
938,2,4,Burn,Burned,367,Mixed,"Mason, Kelly E.; Oakley, Simon; Street, Lorna E.; Arroniz-Crespo, Maria; Jones, David L.; DeLuca, Thomas H.; Ostle, Nicholas J.","Boreal Forest Floor Greenhouse Gas Emissions Across a Pleurozium schreberi-Dominated, Wildfire-Disturbed Chronosequence",10.3390/land6010010,Wildfire,boreal,Sweden,65.4628,19.0619,1,0,1,0,1,1,0,0,1,0,,0,,,,,,,,,,,,,mgC_per_m2_per_hr,,Burned,,,,,,,,,,,,,,,,,,,,,,,,,,938_2,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hr,,hr,,,,,,
964,1,1,Control,Unburned,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,grand fir-doug fir forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,Unburned,,9302,3089,,,,3588,11052,,309,159,150,,,,,,,,,,,,,,964_1,Temperate Conifer Forests,TemperateForest,93.02,30.89,,,,,,35.88,,110.52,,,309,year,159,year,150,year,,,,,,,,,,,,,,,,,,,,
964,2,2,Control,Unburned,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,pacific ponderosa pine forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,Unburned,,5110,1696,,,,1842,6684,,242,135,107,,,,,,,,,,,,,,964_2,Temperate Conifer Forests,TemperateForest,51.1,16.96,,,,,,18.42,,66.84,,,242,year,135,year,107,year,,,,,,,,,,,,,,,,,,,,
964,1,3,Burn,LowSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,grand fir-doug fir forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,LowSeverity,,7268,2979,5960,,,3334,7747,20414,372,214,159,,,,353,,21,,,,,,16.6,,964_1,Temperate Conifer Forests,TemperateForest,72.68,29.79,59.6,,,,,33.34,,77.47,,204.14,372,year,214,year,159,year,,,,,,,,,,,,,,,,,,,,
964,2,4,Burn,LowSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,pacific ponderosa pine forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,LowSeverity,,5576,1696,6034,,,2259,5877,15244,285,172,113,,,,290,,0,,,,,,19.7,,964_2,Temperate Conifer Forests,TemperateForest,55.76,16.96,60.34,,,,,22.59,,58.77,,152.44,285,year,172,year,113,year,,,,,,,,,,,,,,,,,,,,
964,1,5,Burn,ModSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,grand fir-doug fir forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,ModSeverity,,3071,4533,6434,,,3142,3541,17884,347,178,169,,,,327,,21,,,,,,25.2,,964_1,Temperate Conifer Forests,TemperateForest,30.71,45.33,64.34,,,,,31.42,,35.41,,178.84,347,year,178,year,169,year,,,,,,,,,,,,,,,,,,,,
964,2,6,Burn,ModSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,pacific ponderosa pine forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,ModSeverity,,2098,2064,5899,,,1704,2482,12089,260,151,110,,,,338,-87,,,,,,,25.6,,964_2,Temperate Conifer Forests,TemperateForest,20.98,20.64,58.99,,,,,17.04,,24.82,,120.89,260,year,151,year,110,year,,,,,,,,,,,,,,,,,,,,
964,1,7,Burn,HighSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,grand fir-doug fir forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,HighSeverity,,972,6405,7225,,,2952,1341,17727,215,90,125,,,,388,,-174,,,,,,32.3,,964_1,Temperate Conifer Forests,TemperateForest,9.72,64.05,72.25,,,,,29.52,,13.41,,177.27,215,year,90,year,125,year,,,,,,,,,,,,,,,,,,,,
964,2,8,Burn,HighSeverity,,Mixed,"Meigs, Garrett W.; Donato, Daniel C.; Campbell, John L.; Martin, Jonathan G.; Law, Beverly E.","Forest Fire Impacts on Carbon Uptake, Storage, and Emission: The Role of Burn Severity in the Eastern Cascades, Oregon",10.1007/s12665-015-4497-1,Wildfire,pacific ponderosa pine forest,Oregon,44.35,-121.4,1,1,1,0,1,1,1,0,0,0,1,0,gC_per_m2,gC_per_m2,gC_per_m2,,,,gC_per_m2,gC_per_m2,gC_per_m2,gC_per_m2_per_year,,,,,HighSeverity,,0,3282,5775,,,1454,213,10677,180,84,97,,,,324,,-142,,,,,,30.2,,964_2,Temperate Conifer Forests,TemperateForest,0,32.82,57.75,,,,,14.54,,2.13,,106.77,180,year,84,year,97,year,,,,,,,,,,,,,,,,,,,,
995,1,1,Control,Unburned,2,Mixed,"Morison, M. Q.; Petrone, R. M.; Wilkinson, S. L.; Green, A.; Waddington, J. M.",Ecosystem scale evapotranspiration and CO2 exchange in burned and unburned peatlands: Implications for the ecohydrological resilience of carbon stocks to wildfire,10.1007/s10021-009-9285-x,Wildfire,boreal,Canada,65.107,-115,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,gC_per_m2_per_30min,gC_per_m2_per_30min,gC_per_m2_per_30min,,Unburned,,,,,,,,,,,,,-0.11,,,,0.08,0.05,,,,,,,,995_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,2,2,Control,Unburned,3,Mixed,"Morison, M. Q.; Petrone, R. M.; Wilkinson, S. L.; Green, A.; Waddington, J. M.",Ecosystem scale evapotranspiration and CO2 exchange in burned and unburned peatlands: Implications for the ecohydrological resilience of carbon stocks to wildfire,10.1007/s10021-009-9285-x,Wildfire,boreal,Canada,65.107,-115,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,gC_per_m2_per_30min,gC_per_m2_per_30min,gC_per_m2_per_30min,,Unburned,,,,,,,,,,,,,-0.16,,,,0.06,0.05,,,,,,,,995_2,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1,3,Burn,Burned,2,Mixed,"Morison, M. Q.; Petrone, R. M.; Wilkinson, S. L.; Green, A.; Waddington, J. M.",Ecosystem scale evapotranspiration and CO2 exchange in burned and unburned peatlands: Implications for the ecohydrological resilience of carbon stocks to wildfire,10.1007/s10021-009-9285-x,Wildfire,boreal,Canada,65.107,-115,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,gC_per_m2_per_30min,gC_per_m2_per_30min,gC_per_m2_per_30min,,Burned,,,,,,,,,,,,,-0.12,,,,0.1,0.02,,,,,,,,995_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,2,4,Burn,Burned,3,Mixed,"Morison, M. Q.; Petrone, R. M.; Wilkinson, S. L.; Green, A.; Waddington, J. M.",Ecosystem scale evapotranspiration and CO2 exchange in burned and unburned peatlands: Implications for the ecohydrological resilience of carbon stocks to wildfire,10.1007/s10021-009-9285-x,Wildfire,boreal,Canada,65.107,-115,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,gC_per_m2_per_30min,gC_per_m2_per_30min,gC_per_m2_per_30min,,Burned,,,,,,,,,,,,,-0.1,,,,0.06,0.015,,,,,,,,995_2,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1,1,Control,Unburned,1,Mixed,"Morison, Matthew; van Beest, Christine; Macrae, Merrin; Nwaishi, Felix; Petrone, Richard",Deeper burning in a boreal fen peatland 1-year post-wildfire accelerates recovery trajectory of carbon dioxide uptake,10.1111/gcb.14305,Wildfire,boreal fen peatland,Canada,56.22,-111.14,0,0,0,1,1,1,0,0,1,0,1,0,,,,,,,,,,,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,,Unburned,,,,,,,,,,,,,-2.138,,,,1.743,0.395,,,,,,,,996_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,-0.000583444,sec,,sec,,sec,,sec,0.000475652,sec,0.000107793,sec,,sec,,,,,,
996,1,2,Burn,Burned,1,Mixed,"Morison, Matthew; van Beest, Christine; Macrae, Merrin; Nwaishi, Felix; Petrone, Richard",Deeper burning in a boreal fen peatland 1-year post-wildfire accelerates recovery trajectory of carbon dioxide uptake,10.1111/gcb.14305,Wildfire,boreal fen peatland,Canada,56.22,-111.14,0,0,0,1,1,1,0,0,1,0,1,0,,,,,,,,,,,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,,Burned,Hollow,,,,,,,,,,,,-1.258,,,,1.137,0.121,,,,,,,,996_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,-0.000343299,sec,,sec,,sec,,sec,0.000310279,sec,3.302E-05,sec,,sec,,,,,,
996,1,3,Burn,Burned,1,Mixed,"Morison, Matthew; van Beest, Christine; Macrae, Merrin; Nwaishi, Felix; Petrone, Richard",Deeper burning in a boreal fen peatland 1-year post-wildfire accelerates recovery trajectory of carbon dioxide uptake,10.1111/gcb.14305,Wildfire,boreal fen peatland,Canada,56.22,-111.14,0,0,0,1,1,1,0,0,1,0,1,0,,,,,,,,,,,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,mgCO2_per_m2_per_sec,,Burned,Hummock,,,,,,,,,,,,-1.065,,,,1.077,-0.011,,,,,,,,996_1,Boreal Forests/Taiga,AlpineBorealForest,,,,,,,,,,,,,,,,,,,-0.000290631,sec,,sec,,sec,,sec,0.000293905,sec,-3.00182E-06,sec,,sec,,,,,,
1059,1,1,Control,Unburned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,peatland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Unburned,,,,,,,,4860,,,,,,,,,1.59,1.51,,,,,,,,1059_1,Tundra,AlpineBorealForest,,,,,,,,,,48.6,,,,,,,,,,,,day,,day,,day,1.59,day,1.51,day,,day,,,,,,
1059,2,2,Control,Unburned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,black spruce upland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Unburned,,,,,,,,5936,,,,,,,,,1.21,0.0005,,,,,,,,1059_2,Tundra,AlpineBorealForest,,,,,,,,,,59.36,,,,,,,,,,,,day,,day,,day,1.21,day,0.0005,day,,day,,,,,,
1059,1,3,Burn,Burned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,peatland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Burned,peatland,,,,,,,41648,,,,,,,,,1.05,-0.16,,,,,,,,1059_1,Tundra,AlpineBorealForest,,,,,,,,,,416.48,,,,,,,,,,,,day,,day,,day,1.05,day,-0.16,day,,day,,,,,,
1059,2,4,Burn,Burned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,black spruce upland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Burned,peatland,,,,,,,11238,,,,,,,,,0.75,0.0005,,,,,,,,1059_2,Tundra,AlpineBorealForest,,,,,,,,,,112.38,,,,,,,,,,,,day,,day,,day,0.75,day,0.0005,day,,day,,,,,,
1059,1,5,Burn,Burned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,peatland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Burned,upland forest,,,,,,,,,,,,,,,,,,,,,,,,,1059_1,Tundra,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,day,,day,,day,,day,,day,,day,,,,,,
1059,2,6,Burn,Burned,2,Mixed,"O'Donnell, Jonathan A.; Turetsky, Merritt R.; Harden, Jennifer W.; Manies, Kristen L.; Pruett, Lee E.; Shetler, Gordon; Neff, Jason C.","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",10.1007/s10021-008-9206-4,Wildfire,black spruce upland,Alaska,65.15,-147.2,1,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,gC_per_m2,,,,gC_per_m2_per_day,gC_per_m2_per_day,,Burned,upland forest,,,,,,,,,,,,,,,,,,,,,,,,,1059_2,Tundra,AlpineBorealForest,,,,,,,,,,,,,,,,,,,,,,day,,day,,day,,day,,day,,day,,,,,,
1068,1,1,Control,,0.5,Mixed,"Oliveira, Bruna R. F.; Schaller, Carsten; Keizer, J. Jacob; Foken, Thomas",Estimating immediate post-fire carbon fluxes using the eddy-covariance technique,10.1002/eco.2277,Wildfire,eucalypt,Portugal,39.37,-8.06,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,gC_per_m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068_1,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1,2,Burn,Burned,0.5,Mixed,"Oliveira, Bruna R. F.; Schaller, Carsten; Keizer, J. Jacob; Foken, Thomas",Estimating immediate post-fire carbon fluxes using the eddy-covariance technique,10.1002/eco.2277,Wildfire,eucalypt,Portugal,39.37,-8.06,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,gC_per_m2,,Burned,,,,,,,,,,,,,,,,,,-15.1,,,,,,,,1068_1,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1,1,Control,Unburned,4,Mixed,"Oliveras, Imma; Roman-Cuesta, Rosa M.; Urquiaga-Flores, Erickson; Loayza, Jose A. Quintano; Kala, Jose; Huaman, Vicky; Lizarraga, Nohemi; Sans, Guissela; Quispe, Katia; Lopez, Efrain; Lopez, David; Cuba Torres, Israel; Enquist, Brian J.; Malhi, Yadvinder",Fire effects and ecological recovery pathways of tropical montane cloud forests along a time chronosequence,10.1016/j.scitotenv.2016.02.086,Wildfire,tropical montane cloud forest,Peru,-13.53,-70.8,1,1,1,0,0,0,0,0,0,0,0,0,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,,,,Unburned,,60.6,3.6,96.7,,7.2,103.9,68.6,236.5,,,,,,,,,,,,,,,,,1070_1,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,60.6,3.6,96.7,,,,7.2,103.9,,68.6,,236.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,2,2,Control,Unburned,9,Mixed,"Oliveras, Imma; Roman-Cuesta, Rosa M.; Urquiaga-Flores, Erickson; Loayza, Jose A. Quintano; Kala, Jose; Huaman, Vicky; Lizarraga, Nohemi; Sans, Guissela; Quispe, Katia; Lopez, Efrain; Lopez, David; Cuba Torres, Israel; Enquist, Brian J.; Malhi, Yadvinder",Fire effects and ecological recovery pathways of tropical montane cloud forests along a time chronosequence,10.1016/j.scitotenv.2016.02.086,Wildfire,tropical montane cloud forest,Peru,-13.53,-70.8,1,1,1,0,0,0,0,0,0,0,0,0,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,,,,Unburned,,66.3,10.8,62.4,,8.8,71.2,74.9,154.3,,,,,,,,,,,,,,,,,1070_2,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,66.3,10.8,62.4,,,,8.8,71.2,,74.9,,154.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,3,3,Control,Unburned,28,Mixed,"Oliveras, Imma; Roman-Cuesta, Rosa M.; Urquiaga-Flores, Erickson; Loayza, Jose A. Quintano; Kala, Jose; Huaman, Vicky; Lizarraga, Nohemi; Sans, Guissela; Quispe, Katia; Lopez, Efrain; Lopez, David; Cuba Torres, Israel; Enquist, Brian J.; Malhi, Yadvinder",Fire effects and ecological recovery pathways of tropical montane cloud forests along a time chronosequence,10.1016/j.scitotenv.2016.02.086,Wildfire,tropical montane cloud forest,Peru,-13.53,-70.8,1,1,1,0,0,0,0,0,0,0,0,0,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,,,,Unburned,,118.8,5.6,158.2,,29.7,187.9,129.2,341.5,,,,,,,,,,,,,,,,,1070_3,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,118.8,5.6,158.2,,,,29.7,187.9,,129.2,,341.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1,4,Burn,Burned,4,Mixed,"Oliveras, Imma; Roman-Cuesta, Rosa M.; Urquiaga-Flores, Erickson; Loayza, Jose A. Quintano; Kala, Jose; Huaman, Vicky; Lizarraga, Nohemi; Sans, Guissela; Quispe, Katia; Lopez, Efrain; Lopez, David; Cuba Torres, Israel; Enquist, Brian J.; Malhi, Yadvinder",Fire effects and ecological recovery pathways of tropical montane cloud forests along a time chronosequence,10.1016/j.scitotenv.2016.02.086,Wildfire,tropical montane cloud forest,Peru,-13.53,-70.8,1,1,1,0,0,0,0,0,0,0,0,0,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,,,,Burned,,30.2,7.7,48.5,,8.8,57.3,37.4,116.6,,,,,,,,,,,,,,,,,1070_1,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,30.2,7.7,48.5,,,,8.8,57.3,,37.4,,116.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,2,5,Burn,Burned,9,Mixed,"Oliveras, Imma; Roman-Cuesta, Rosa M.; Urquiaga-Flores, Erickson; Loayza, Jose A. Quintano; Kala, Jose; Huaman, Vicky; Lizarraga, Nohemi; Sans, Guissela; Quispe, Katia; Lopez, Efrain; Lopez, David; Cuba Torres, Israel; Enquist, Brian J.; Malhi, Yadvinder",Fire effects and ecological recovery pathways of tropical montane cloud forests along a time chronosequence,10.1016/j.scitotenv.2016.02.086,Wildfire,tropical montane cloud forest,Peru,-13.53,-70.8,1,1,1,0,0,0,0,0,0,0,0,0,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,,,,,,Burned,,47.9,22.9,59.4,,16.8,76.2,53.9,161.1,,,,,,,,,,,,,,,,,1070_2,Tropical & Subtropical Moist Broadleaf Forests,TropicalForest,47.9,22.9,59.4,,,,16.8,76.2,,53.9,,161.1,,,,,,,,,,,,,,,,,,,,,,,,,,
